title,speaker,month,year,session,url,tags,excerpt
Women and Gospel Learning in the Home,Henry B. Eyring,October,2018,,https://www.churchofjesuschrist.org/study/general-conference/2018/10/women-and-gospel-learning-in-the-home?lang=eng,,
Wounded,Neil L. Andersen,October,2018,,https://www.churchofjesuschrist.org/study/general-conference/2018/10/wounded?lang=eng,,
A Sin-Resistant Generation,Joy D. Jones,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/a-sin-resistant-generation?lang=eng,,
And This Is Life Eternal,C. Scott Grow,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/and-this-is-life-eternal?lang=eng,,
Becoming a Disciple of Our Lord Jesus Christ,Robert D. Hales,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/becoming-a-disciple-of-our-lord-jesus-christ?lang=eng,,
Brighter and Brighter until the Perfect Day,Mark A. Bragg,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/brighter-and-brighter-until-the-perfect-day?lang=eng,,
Called to the Work,David A. Bednar,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/called-to-the-work?lang=eng,,
Certain Women,Linda K. Burton,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/certain-women?lang=eng,,
"Church Auditing Department Report, 2016",Kevin R. Jergensen,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/church-auditing-department-report-2016?lang=eng,,
Confide in God Unwaveringly,Ulisses Soares,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/confide-in-god-unwaveringly?lang=eng,,
"Dont Look Around, Look Up!",Yoon Hwan Choi,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/dont-look-around-look-up?lang=eng,,
Drawing the Power of Jesus Christ into Our Lives,Russell M. Nelson President,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/drawing-the-power-of-jesus-christ-into-our-lives?lang=eng,,
Foundations of Faith,Quentin L. Cook,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/foundations-of-faith?lang=eng,,
Gathering the Family of God,Henry B. Eyring,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/gathering-the-family-of-god?lang=eng,,
His Daily Guiding Hand,M. Joseph Brough,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/his-daily-guiding-hand?lang=eng,,
How Does the Holy Ghost Help You?,Gary E. Stevenson,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/how-does-the-holy-ghost-help-you?lang=eng,,
"Kindness, Charity, and Love",Thomas S. Monson President,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/kindness-charity-and-love?lang=eng,,
Let the Holy Spirit Guide,Ronald A. Rasband,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/let-the-holy-spirit-guide?lang=eng,,
My Peace I Leave with You,Henry B. Eyring,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/my-peace-i-leave-with-you?lang=eng,,
Our Fathers Glorious Plan,Weatherford T. Clayton,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/our-fathers-glorious-plan?lang=eng,,
Our Good Shepherd,Dale G. Renlund,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/our-good-shepherd?lang=eng,,
Overcoming the World,Neil L. Andersen,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/overcoming-the-world?lang=eng,,
Perfect Love Casteth Out Fear,Dieter F. Uchtdorf,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/perfect-love-casteth-out-fear?lang=eng,,
Prepare the Way,Bishop Grald Causs Presiding Bishop,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/prepare-the-way?lang=eng,,
Return and Receive,M. Russell Ballard,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/return-and-receive?lang=eng,,
Songs Sung and Unsung,Jeffrey R. Holland,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/songs-sung-and-unsung?lang=eng,,
Stand Up Inside and Be All In,Gary B. Sabin,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/stand-up-inside-and-be-all-in?lang=eng,,
"Statistical Report, 2016",Brook P. Hales Secretary,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/statistical-report-2016?lang=eng,,
That Our Light May Be a Standard for the Nations,Benjamn De Hoyos,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/that-our-light-may-be-a-standard-for-the-nations?lang=eng,,
The Beauty of Holiness,Carol F. McConkie,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/the-beauty-of-holiness?lang=eng,,
The Godhead and the Plan of Salvation,Dallin H. Oaks,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/the-godhead-and-the-plan-of-salvation?lang=eng,,
The Greatest among You,Dieter F. Uchtdorf,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/the-greatest-among-you?lang=eng,,
The Language of the Gospel,Valeri V. Cordn,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/the-language-of-the-gospel?lang=eng,,
The Power of the Book of Mormon,Thomas S. Monson President,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/the-power-of-the-book-of-mormon?lang=eng,,
The Sustaining of Church Officers,Dieter F. Uchtdorf,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/the-sustaining-of-church-officers?lang=eng,,
The Voice of Warning,D. Todd Christofferson,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/the-voice-of-warning?lang=eng,,
Then Jesus Beholding Him Loved Him,S. Mark Palmer,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/then-jesus-beholding-him-loved-him?lang=eng,,
To the Friends and Investigators of the Church,Joaquin E. Costa,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/to-the-friends-and-investigators-of-the-church?lang=eng,,
Trust in the Lord and Lean Not,Bonnie H. Cordon,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/trust-in-the-lord-and-lean-not?lang=eng,,
Walk with Me,Henry B. Eyring,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/walk-with-me?lang=eng,,
"Whatsoever He Saith unto You, Do It",L. Whitney Clayton,April,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/04/whatsoever-he-saith-unto-you-do-it?lang=eng,,
A Yearning for Home,Dieter F. Uchtdorf,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/a-yearning-for-home?lang=eng,,
Abiding in God and Repairing the Breach,Neill F. Marriott,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/abiding-in-god-and-repairing-the-breach?lang=eng,,
"Apart, but Still One",Joni L. Koch,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/apart-but-still-one?lang=eng,,
Be Ye Therefore PerfectEventually,Jeffrey R. Holland,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/be-ye-therefore-perfect-eventually?lang=eng,,
Bearers of Heavenly Light,Dieter F. Uchtdorf,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/bearers-of-heavenly-light?lang=eng,,
By Divine Design,Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/by-divine-design?lang=eng,,
Do We Trust Him? Hard Is Good,Stanley G. Ellis,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/do-we-trust-him-hard-is-good?lang=eng,,
Earning the Trust of the Lord and Your Family,Richard J. Maynes,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/earning-the-trust-of-the-lord-and-your-family?lang=eng,,
Essential TruthsOur Need to Act,Adilson,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/essential-truths-our-need-to-act?lang=eng,,
Exceeding Great and Precious Promises,David A. Bednar,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/exceeding-great-and-precious-promises?lang=eng,,
Fear Not to Do Good,Henry B. Eyring,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/fear-not-to-do-good?lang=eng,,
Gods Compelling Witness: The Book of Mormon,Tad R. Callister,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/gods-compelling-witness-the-book-of-mormon?lang=eng,,
Has the Day of Miracles Ceased?,Donald L. Hallstrom,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/has-the-day-of-miracles-ceased?lang=eng,,
I Have a Work for Thee,John C. Pingree Jr.,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/i-have-a-work-for-thee?lang=eng,,
"Lord, Wilt Thou Cause That My Eyes May Be Opened",W. Craig Zwick,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/lord-wilt-thou-cause-that-my-eyes-may-be-opened?lang=eng,,
Love One Another as He Has Loved Us,Jose L. Alonso,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/love-one-another-as-he-has-loved-us?lang=eng,,
General Priesthood Session,Divine Design Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/priesthood-session?lang=eng,,
Repentance Is Always Positive,Stephen W. Owen,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/repentance-is-always-positive?lang=eng,,
Saturday Afternoon Session,Divine Design Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/saturday-afternoon-session?lang=eng,,
Saturday Morning Session,Divine Design Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/saturday-morning-session?lang=eng,,
Seek Ye Out of the Best Books,Ian S. Ardern,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/seek-ye-out-of-the-best-books?lang=eng,,
Spiritual Eclipse,Gary E. Stevenson,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/spiritual-eclipse?lang=eng,,
Sunday Afternoon Session,Divine Design Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/sunday-afternoon-session?lang=eng,,
Sunday Morning Session,Divine Design Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/sunday-morning-session?lang=eng,,
That Your Joy Might Be Full,Jean B. Bingham,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/that-your-joy-might-be-full?lang=eng,,
The Book of Mormon: What Would Your Life Be Like without It?,Russell M. Nelson President,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-book-of-mormon-what-would-your-life-be-like-without-it?lang=eng,,
The Eternal Everyday,Quentin L. Cook,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-eternal-everyday?lang=eng,,
The Heart of the Widow,O. Vincent Haleck,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-heart-of-the-widow?lang=eng,,
The Living Bread Which Came Down from Heaven,D. Todd Christofferson,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-living-bread-which-came-down-from-heaven?lang=eng,,
The Lord Leads His Church,Henry B. Eyring,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-lord-leads-his-church?lang=eng,,
The Needs before Us,Bonnie L. Oscarson Young Women,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-needs-before-us?lang=eng,,
The Plan and the Proclamation,Dallin H. Oaks,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-plan-and-the-proclamation?lang=eng,,
The Priesthood and the Saviors Atoning Power,Dale G. Renlund,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-priesthood-and-the-saviors-atoning-power?lang=eng,,
The Sustaining of Church Officers,Henry B. Eyring,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-sustaining-of-church-officers?lang=eng,,
The Trek Continues!,M. Russell Ballard,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-trek-continues?lang=eng,,
The Truth of All Things,David F. Evans,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-truth-of-all-things?lang=eng,,
The Voice of the Lord,Neil L. Andersen,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/the-voice-of-the-lord?lang=eng,,
Three Sisters,Dieter F. Uchtdorf,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/three-sisters?lang=eng,,
Turn On Your Light,Sharon Eubank,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/turn-on-your-light?lang=eng,,
Turn to the Lord,Bishop W. Christopher Waddell,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/turn-to-the-lord?lang=eng,,
Value beyond Measure,Joy D. Jones,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/value-beyond-measure?lang=eng,,
General Womens Session,Divine Design Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/womens-session,,
General Womens Session,Divine Design Ronald A. Rasband,October,2017,,https://www.churchofjesuschrist.org/study/general-conference/2017/10/womens-session?lang=eng,,
A Childs Guiding Gift,Mary R. Durham Recently Released,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/a-childs-guiding-gift?lang=eng,,
A Pattern for Peace,Bishop W. Christopher Waddell,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/a-pattern-for-peace?lang=eng,,
A Sacred Trust,Thomas S. Monson President,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/a-sacred-trust?lang=eng,,
Always Remember Him,Gerrit W. Gong,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/always-remember-him?lang=eng,,
Always Retain a Remission of Your Sins,David A. Bednar,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/always-retain-a-remission-of-your-sins?lang=eng,,
And There Shall Be No More Death,Paul V. Johnson,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/and-there-shall-be-no-more-death?lang=eng,,
Be Thou Humble,Steven E. Snow,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/be-thou-humble?lang=eng,,
Choices,Thomas S. Monson President,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/choices?lang=eng,,
"Church Auditing Department Report, 2015",Kevin R. Jergensen,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/church-auditing-department-report-2015?lang=eng,,
Do I Believe?,Bonnie L. Oscarson Young Women,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/do-i-believe?lang=eng,,
Eternal Families,Henry B. Eyring,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/eternal-families?lang=eng,,
Family Councils,M. Russell Ballard,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/family-councils?lang=eng,,
Fathers,D. Todd Christofferson,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/fathers?lang=eng,,
He Asks Us to Be His Hands,Cheryl A. Esplin,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/he-asks-us-to-be-his-hands?lang=eng,,
He Will Place You on His Shoulders and Carry You Home,Dieter F. Uchtdorf,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/he-will-place-you-on-his-shoulders-and-carry-you-home?lang=eng,,
I Am a Child of God,Donald L. Hallstrom,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/i-am-a-child-of-god?lang=eng,,
I Was a Stranger,Linda K. Burton,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/i-was-a-stranger?lang=eng,,
In Praise of Those Who Save,Dieter F. Uchtdorf,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/in-praise-of-those-who-save?lang=eng,,
Opposition in All Things,Dallin H. Oaks,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/opposition-in-all-things?lang=eng,,
Refuge from the Storm,Patrick Kearon,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/refuge-from-the-storm?lang=eng,,
See Yourself in the Temple,Quentin L. Cook,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/see-yourself-in-the-temple?lang=eng,,
Standing with the Leaders of the Church,Ronald A. Rasband,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/standing-with-the-leaders-of-the-church?lang=eng,,
"Statistical Report, 2015",Brook P. Hales Secretary,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/statistical-report-2015?lang=eng,,
That I Might Draw All Men unto Me,Dale G. Renlund,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/that-i-might-draw-all-men-unto-me?lang=eng,,
The Greatest Leaders Are the Greatest Followers,Stephen W. Owen,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/the-greatest-leaders-are-the-greatest-followers?lang=eng,,
The Healing Ointment of Forgiveness,Kevin R. Duncan,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/the-healing-ointment-of-forgiveness?lang=eng,,
The Holy Ghost,Robert D. Hales,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/the-holy-ghost?lang=eng,,
The Power of Godliness,Kent F. Richards,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/the-power-of-godliness?lang=eng,,
The Price of Priesthood Power,Russell M. Nelson President,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/the-price-of-priesthood-power?lang=eng,,
The Sacred Place of Restoration,Jairo Mazzagardi,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/the-sacred-place-of-restoration?lang=eng,,
The Sustaining of Church Officers,Dieter F. Uchtdorf,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/the-sustaining-of-church-officers?lang=eng,,
To the Rescue: We Can Do It,Mervyn B. Arnold,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/to-the-rescue-we-can-do-it?lang=eng,,
Tomorrow the Lord Will Do Wonders among You,Jeffrey R. Holland,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/tomorrow-the-lord-will-do-wonders-among-you?lang=eng,,
Trust in That Spirit Which Leadeth to Do Good,Henry B. Eyring,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/trust-in-that-spirit-which-leadeth-to-do-good?lang=eng,,
What Shall We Do?,Neill F. Marriott,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/what-shall-we-do?lang=eng,,
Where Are the Keys and Authority of the Priesthood?,Gary E. Stevenson,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/where-are-the-keys-and-authority-of-the-priesthood?lang=eng,,
Where Two or Three Are Gathered,Henry B. Eyring,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/where-two-or-three-are-gathered?lang=eng,,
"Whoso Receiveth Them, Receiveth Me",Neil L. Andersen,April,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/04/whoso-receiveth-them-receiveth-me?lang=eng,,
A Choice Seer Will I Raise Up,Craig C. Christensen,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/a-choice-seer-will-i-raise-up?lang=eng,,
A Witness of God,Neil L. Andersen,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/a-witness-of-god?lang=eng,,
Abide in My Love,D. Todd Christofferson,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/abide-in-my-love?lang=eng,,
Am I Good Enough? Will I Make It?,J. Devn Cornish,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/am-i-good-enough-will-i-make-it?lang=eng,,
Be Ambitious for Christ,Kazuhiko Yamashita,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/be-ambitious-for-christ?lang=eng,,
"Come, Follow Me by Practicing Christian Love and Service",Robert D. Hales,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/come-follow-me-by-practicing-christian-love-and-service?lang=eng,,
Emissaries to the Church,Jeffrey R. Holland,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/emissaries-to-the-church?lang=eng,,
For Our Spiritual Development and Learning,W. Mark Bassett,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/for-our-spiritual-development-and-learning?lang=eng,,
"Fourth Floor, Last Door",Dieter F. Uchtdorf,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/fourth-floor-last-door?lang=eng,,
God Shall Wipe Away All Tears,Evan A. Schmutz,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/god-shall-wipe-away-all-tears?lang=eng,,
Gratitude on the Sabbath Day,Henry B. Eyring,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/gratitude-on-the-sabbath-day?lang=eng,,
I Will Bring the Light of the Gospel into My Home,Jean B. Bingham,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/i-will-bring-the-light-of-the-gospel-into-my-home?lang=eng,,
If Ye Had Known Me,David A. Bednar,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/if-ye-had-known-me?lang=eng,,
Joy and Spiritual Survival,Russell M. Nelson President,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/joy-and-spiritual-survival?lang=eng,,
Learn from Alma and Amulek,Dieter F. Uchtdorf,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/learn-from-alma-and-amulek?lang=eng,,
Lest Thou Forget,Ronald A. Rasband,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/lest-thou-forget?lang=eng,,
"Look to the Book, Look to the Lord",Gary E. Stevenson,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/look-to-the-book-look-to-the-lord?lang=eng,,
No Greater Joy Than to Know That They Know,K. Brett Nattress,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/no-greater-joy-than-to-know-that-they-know?lang=eng,,
O How Great the Plan of Our God!,Dieter F. Uchtdorf,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/o-how-great-the-plan-of-our-god?lang=eng,,
Principles and Promises,Thomas S. Monson,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/principles-and-promises?lang=eng,,
Repentance: A Joyful Choice,Dale G. Renlund,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/repentance-a-joyful-choice?lang=eng,,
"Rise Up in Strength, Sisters in Zion",Bonnie L. Oscarson Young Women,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/rise-up-in-strength-sisters-in-zion?lang=eng,,
Serve,Carl B. Cook,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/serve?lang=eng,,
Sharing the Restored Gospel,Dallin H. Oaks,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/sharing-the-restored-gospel?lang=eng,,
That He May Become Strong Also,Henry B. Eyring,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/that-he-may-become-strong-also?lang=eng,,
The Blessings of Worship,Bishop Dean M. Davies,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-blessings-of-worship?lang=eng,,
The Doctrine of Christ,Brian K. Ashton,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-doctrine-of-christ?lang=eng,,
The Great Plan of Redemption,Linda S. Reeves,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-great-plan-of-redemption?lang=eng,,
The Lord Jesus Christ Teaches Us to Pray,Juan A. Uceda,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-lord-jesus-christ-teaches-us-to-pray?lang=eng,,
The Master Healer,Carole M. Stephens,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-master-healer?lang=eng,,
The Perfect Path to Happiness,Thomas S. Monson,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-perfect-path-to-happiness?lang=eng,,
The Righteous Judge,Lynn G. Robbins,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-righteous-judge?lang=eng,,
The Sacrament Can Help Us Become Holy,Peter F. Meurs,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-sacrament-can-help-us-become-holy?lang=eng,,
The Souls Sincere Desire,Carol F. McConkie,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-souls-sincere-desire?lang=eng,,
The Sustaining of Church Officers,Henry B. Eyring,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/the-sustaining-of-church-officers?lang=eng,,
There Is Power in the Book,LeGrand R. Curtis Jr.,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/there-is-power-in-the-book?lang=eng,,
To Whom Shall We Go?,M. Russell Ballard,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/to-whom-shall-we-go?lang=eng,,
Valiant in the Testimony of Jesus,Quentin L. Cook,October,2016,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/valiant-in-the-testimony-of-jesus?lang=eng,,
"Be Fruitful, Multiply, and Subdue the Earth",Joseph W. Sitati,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/be-fruitful-multiply-and-subdue-the-earth?lang=eng,,
Blessings of the Temple,Thomas S. Monson President,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/blessings-of-the-temple?lang=eng,,
Choose to Believe,L. Whitney Clayton,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/choose-to-believe?lang=eng,,
"Church Auditing Department Report, 2014",Kevin R. Jergensen,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/church-auditing-department-report-2014?lang=eng,,
Defenders of the Family Proclamation,Bonnie L. Oscarson Young Women,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/defenders-of-the-family-proclamation?lang=eng,,
FatherhoodOur Eternal Destiny,Larry M. Gibson Recently Released,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/fatherhood-our-eternal-destiny?lang=eng,,
Filling Our Homes with Light and Truth,Cheryl A. Esplin,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/filling-our-homes-with-light-and-truth?lang=eng,,
If You Will Be Responsible,Jorge F. Zeballos,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/if-you-will-be-responsible?lang=eng,,
Is It Still Wonderful to You?,Bishop Grald Causs,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/is-it-still-wonderful-to-you?lang=eng,,
Is Not This the Fast That I Have Chosen?,Henry B. Eyring,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/is-not-this-the-fast-that-i-have-chosen?lang=eng,,
Latter-day Saints Keep on Trying,Dale G. Renlund,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/latter-day-saints-keep-on-trying?lang=eng,,
On Being Genuine,Dieter F. Uchtdorf,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/on-being-genuine?lang=eng,,
"Preserving Agency, Protecting Religious Freedom",Robert D. Hales,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/preserving-agency-protecting-religious-freedom?lang=eng,,
Priesthood and Personal Prayer,Henry B. Eyring,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/priesthood-and-personal-prayer?lang=eng,,
Returning to Faith,Rosemary M. Wixom,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/returning-to-faith?lang=eng,,
Seeking the Lord,Jos A. Teixeira,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/seeking-the-lord?lang=eng,,
